縣市名稱,鄉鎮市名稱,村里名稱,建檔編號,名稱,地址,建檔管理類型,公廁類型
桃園市,龍潭區,三坑里,1000309017-D-00155,三坑生態公園男廁,龍潭區三坑子,無障礙廁所,公園
桃園市,龍潭區,佳安里,1000309015-Y-00003,經濟部水利署北區水資源局佳安村大草坪無障礙廁所,桃園市龍潭區佳安村佳安路2號,無障礙廁所,公家機關設置供民眾使用者
桃園市,龍潭區,佳安里,1000309015-C-00448,北基加油站茗貴站女廁,龍潭區中正路佳安段350號,無障礙廁所,加油站
桃園市,龍潭區,佳安里,1000309015-C-00447,北基加油站茗貴站男廁,龍潭區中正路佳安段350號,無障礙廁所,加油站
桃園市,龍潭區,高原里,1000309012-K-00026,小人國主題樂園 停車場女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00025,小人國主題樂園 停車場男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00024,小人國主題樂園瘋狂急流女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00023,小人國主題樂園瘋狂急流男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00022,小人國主城堡餐廳女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00021,小人國城堡餐廳男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00020,小人國印地安女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00019,小人國印地安男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00018,小人國水樂園女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00017,小人國水樂園男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00016,小人國主題樂園室內樂園女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00015,小人國主題樂園室內樂園男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00011,小人國主題樂園火車站無障礙廁所,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00010,小人國主題樂園火車站女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00009,小人國主題樂園火車站男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00008,小人國綠建築女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00007,小人國綠建築男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00004,小人國主題樂園商品館女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00003,小人國主題樂園商品館男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00002,小人國入境女廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-K-00001,小人國入境男廁,桃園市龍潭區高原村橫岡下60-2號,無障礙廁所,森林遊樂區
桃園市,龍潭區,高原里,1000309012-C-00444,小人國男女廁,龍潭區中原路2段660號,無障礙廁所,加油站
桃園市,龍潭區,龍潭里,1000309011-X-00184,龍潭鄉龍元宮女廁,龍潭區龍潭村東龍路二四六號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,龍潭區,龍潭里,1000309011-X-00183,龍潭鄉龍元宮男廁,龍潭區龍潭村東龍路二四六號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,龍潭區,龍潭里,1000309011-E-00031,第二公有市場女廁,龍興路150巷31號,無障礙廁所,市場
桃園市,龍潭區,龍潭里,1000309011-E-00030,第二公有市場男廁,龍興路150巷31號,無障礙廁所,市場
桃園市,龍潭區,龍潭里,1000309011-A-00023,桃園客運龍潭站女廁,龍潭區中正路20號,無障礙廁所,公路車站服務區及休息站
桃園市,龍潭區,龍潭里,1000309011-A-00022,桃園客運龍潭站男廁,龍潭區中正路20號,無障礙廁所,公路車站服務區及休息站
桃園市,龍潭區,上林里,1000309009-X-00182,南天宮女廁,龍潭區上林村溝東100-1號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,龍潭區,上林里,1000309009-X-00181,南天宮男廁,龍潭區上林村溝東100-1號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,龍潭區,上林里,1000309009-D-00154,龍潭大池公園土地公廟女廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00153,龍潭大池公園土地公廟男廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00152,龍潭大池公園舊管理中心女廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00151,龍潭大池公園舊管理中心男廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00150,龍潭大池公園水龍區女廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00149,龍潭大池公園水龍區男廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00148,龍潭大池公園管理中心女廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-D-00147,龍潭大池公園管理中心男廁,中豐路上林段,無障礙廁所,公園
桃園市,龍潭區,上林里,1000309009-C-00443,統一精工加油站龍潭站女廁,龍潭區上林村中豐路187號,無障礙廁所,加油站
桃園市,龍潭區,上林里,1000309009-C-00442,統一精工加油站龍潭站男廁,龍潭區上林村中豐路187號,無障礙廁所,加油站
桃園市,龍潭區,高平里,1000309004-C-00437,台亞小人國站女廁,桃園市龍潭區龍源路2-20號,無障礙廁所,加油站
桃園市,龍潭區,高平里,1000309004-C-00436,台亞小人國站男廁,桃園市龍潭區龍源路2-20號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-O-00111,麥當勞龍潭北龍店(2F)女廁,桃園市龍潭區北龍路301號,無障礙廁所,餐廳
桃園市,龍潭區,中山里,1000309002-O-00110,麥當勞龍潭北龍店(2F)男廁,桃園市龍潭區北龍路301號,無障礙廁所,餐廳
桃園市,龍潭區,中山里,1000309002-O-00108,KFC龍潭北龍餐廳(1F)女廁,"桃園市325龍潭區北龍路309,309-1號",無障礙廁所,餐廳
桃園市,龍潭區,中山里,1000309002-O-00107,KFC龍潭北龍餐廳(1F)男廁,"桃園市325龍潭區北龍路309,309-1號",無障礙廁所,餐廳
桃園市,龍潭區,中山里,1000309002-D-00146,運動公園戲水池旁女廁,公園路67號,無障礙廁所,公園
桃園市,龍潭區,中山里,1000309002-D-00145,運動公園戲水池旁男廁,公園路67號,無障礙廁所,公園
桃園市,龍潭區,中山里,1000309002-D-00144,運動公園籃球場旁女廁,公園路67號,無障礙廁所,公園
桃園市,龍潭區,中山里,1000309002-D-00143,運動公園籃球場旁男廁,公園路67號,無障礙廁所,公園
桃園市,龍潭區,中山里,1000309002-C-00435,祥瑞加油站女廁,龍潭區中山村大昌路一段85號(定位於大昌路一段),無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00434,祥瑞加油站男廁,龍潭區中山村大昌路一段85號(定位於大昌路一段),無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00433,生曜加油站女廁,龍潭區中豐路117號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00432,生曜加油站男廁,龍潭區中豐路117號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00428,龍潭加油站無障礙廁所,桃園市龍潭區北龍路264號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00427,龍潭加油站女廁,桃園市龍潭區北龍路264號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-C-00426,龍潭加油站男廁,桃園市龍潭區北龍路264號,無障礙廁所,加油站
桃園市,龍潭區,中山里,1000309002-A-00021,新竹客運龍潭站女廁,龍潭區北龍路13號,無障礙廁所,公路車站服務區及休息站
桃園市,龍潭區,中山里,1000309002-A-00020,新竹客運龍潭站男廁,龍潭區北龍路13號,無障礙廁所,公路車站服務區及休息站
桃園市,龍潭區,黃唐里,1000309001-C-00425,統一精工加油站龍潭二站女廁,龍潭區中興路448號,無障礙廁所,加油站
桃園市,龍潭區,黃唐里,1000309001-C-00424,統一精工加油站龍潭二站男廁,龍潭區中興路448號,無障礙廁所,加油站
桃園市,八德區,廣德里,1000308044-C-00421,山隆加油站廣興站女廁,八德區建國路776號,無障礙廁所,加油站
桃園市,八德區,廣德里,1000308044-C-00420,山隆加油站廣興站男廁,八德區建國路776號,無障礙廁所,加油站
桃園市,八德區,大愛里,1000308041-T-00423,八德區事務所右側4F女廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00422,八德區事務所右側4F男廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00421,八德區事務所右側3F女廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00420,八德區事務所右側3F男廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00419,八德區事務所右側2F女廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00418,八德區事務所右側2F男廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00417,八德區事務所右側1F女廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,大愛里,1000308041-T-00416,八德區事務所右側1F男廁,桃園市八德區重慶街146號,無障礙廁所,各級機關學校
桃園市,八德區,高城里,1000308039-X-00176,福興宮女廁,八德區高城里高城八街四十六巷十二-一號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,高城里,1000308039-X-00175,福興宮男廁,八德區高城里高城八街四十六巷十二-一號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,茄明里,1000308038-O-00106,麥當勞八德中華店(B1)女廁,桃園市八德區中華路277號,無障礙廁所,餐廳
桃園市,八德區,茄明里,1000308038-O-00105,麥當勞八德中華店(B1)男廁,桃園市八德區中華路277號,無障礙廁所,餐廳
桃園市,八德區,茄明里,1000308038-C-00419,全國加油站桃園中華路站女廁,八德區茄明里中華路218號,無障礙廁所,加油站
桃園市,八德區,茄明里,1000308038-C-00418,全國加油站桃園中華路站男廁,八德區茄明里中華路218號,無障礙廁所,加油站
桃園市,八德區,大竹里,1000308034-C-00417,興豐加油站女廁,八德區興豐路1810號,無障礙廁所,加油站
桃園市,八德區,大竹里,1000308034-C-00416,興豐加油站男廁,八德區興豐路1810號,無障礙廁所,加油站
桃園市,八德區,大明里,1000308033-C-00415,全國加油站鶯歌交流道站女廁,桃園市八德區福德一路72號,無障礙廁所,加油站
桃園市,八德區,大明里,1000308033-C-00414,全國加油站鶯歌交流道站男廁,桃園市八德區福德一路72號,無障礙廁所,加油站
桃園市,八德區,大發里,1000308032-C-00413,佳園加油站女廁,八德區福德一路395號,無障礙廁所,加油站
桃園市,八德區,大發里,1000308032-C-00412,佳園加油站男廁,八德區福德一路395號,無障礙廁所,加油站
桃園市,八德區,大強里,1000308031-X-00174,北極安聖宮女廁,八德區大強里東勇街四九0巷七十二號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大強里,1000308031-X-00173,北極安聖宮男廁,八德區大強里東勇街四九0巷七十二號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大強里,1000308031-C-00411,泉有加油站女廁,八德區大強里和強路308號,無障礙廁所,加油站
桃園市,八德區,大強里,1000308031-C-00410,泉有加油站男廁,八德區大強里和強路308號,無障礙廁所,加油站
桃園市,八德區,大昌里,1000308029-O-00104,麥當勞八德介壽店女廁,桃園市八德區介壽路2段332號1樓,無障礙廁所,餐廳
桃園市,八德區,大昌里,1000308029-O-00103,麥當勞八德介壽店男廁,桃園市八德區介壽路2段332號1樓,無障礙廁所,餐廳
桃園市,八德區,瑞泰里,1000308028-C-00409,佳興加油站女廁,八德區介壽路二段631號,無障礙廁所,加油站
桃園市,八德區,瑞泰里,1000308028-C-00408,佳興加油站男廁,八德區介壽路二段631號,無障礙廁所,加油站
桃園市,八德區,大仁里,1000308026-X-00172,廣行宮女廁,八德區大仁里四鄰仁和街二一一巷一弄十八號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大仁里,1000308026-X-00171,廣行宮男廁,八德區大仁里四鄰仁和街二一一巷一弄十八號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大華里,1000308025-T-00411,八德衛生所2F女廁,八德區介壽路二段361巷28號,無障礙廁所,各級機關學校
桃園市,八德區,大華里,1000308025-T-00410,八德衛生所2F男廁,八德區介壽路二段361巷28號,無障礙廁所,各級機關學校
桃園市,八德區,大華里,1000308025-T-00409,八德衛生所1F無障礙廁所,八德區介壽路二段361巷28號,無障礙廁所,各級機關學校
桃園市,八德區,大華里,1000308025-T-00408,八德衛生所1F女廁,八德區介壽路二段361巷28號,無障礙廁所,各級機關學校
桃園市,八德區,大華里,1000308025-T-00407,八德衛生所1F男廁,八德區介壽路二段361巷28號,無障礙廁所,各級機關學校
桃園市,八德區,大華里,1000308025-O-00102,麥當勞八德桃鶯店(2F)女廁,桃園市八德區桃鶯路37號,無障礙廁所,餐廳
桃園市,八德區,大華里,1000308025-O-00101,麥當勞八德桃鶯店(2F)男廁,桃園市八德區桃鶯路37號,無障礙廁所,餐廳
桃園市,八德區,大華里,1000308025-C-00407,統一精工加油站八德站女廁,八德區大華里介壽路二段167號,無障礙廁所,加油站
桃園市,八德區,大華里,1000308025-C-00406,統一精工加油站八德站男廁,八德區大華里介壽路二段167號,無障礙廁所,加油站
桃園市,八德區,大信里,1000308024-L-00015,統一超商榮興店男女廁,桃園區八德市榮興路1139號,無障礙廁所,超市
桃園市,八德區,大信里,1000308024-C-00405,八德福林加油站女廁,八德區興豐路1151號,無障礙廁所,加油站
桃園市,八德區,大信里,1000308024-C-00404,八德福林加油站男廁,八德區興豐路1151號,無障礙廁所,加油站
桃園市,八德區,大勇里,1000308023-L-00014,統一超商勇伯店男女廁,桃園市八德區東勇北路380號,無障礙廁所,超市
桃園市,八德區,大福里,1000308022-L-00013,萊爾富便利商店德利店女廁,桃園市八德區力行街117號1F,無障礙廁所,超市
桃園市,八德區,大福里,1000308022-L-00012,萊爾富便利商店德利店男廁,桃園市八德區力行街117號1F,無障礙廁所,超市
桃園市,八德區,大福里,1000308022-L-00011,萊爾富便利商店桃棒店女廁,桃園市八德區大福街86號,無障礙廁所,超市
桃園市,八德區,大福里,1000308022-L-00010,萊爾富便利商店桃棒店男廁,桃園市八德區大福街86號,無障礙廁所,超市
桃園市,八德區,大義里,1000308020-X-00170,聖王宮男女廁,八德區大義里十八鄰義勇街八號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大成里,1000308019-X-00169,大湳福成宮男女廁,八德區大成里二十七鄰廣福路一三七巷六十一號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,大同里,1000308018-E-00029,大湳公有零售市場〈未設地址〉女廁,桃園市八德區大同路信義街內,無障礙廁所,市場
桃園市,八德區,大同里,1000308018-E-00028,大湳公有零售市場〈未設地址〉男廁,桃園市八德區大同路信義街內,無障礙廁所,市場
桃園市,八德區,大同里,1000308018-D-00142,大湳公園無障礙廁所,福國北街與桃園區中路街交會,無障礙廁所,公園
桃園市,八德區,大同里,1000308018-D-00141,大湳公園女廁,福國北街與桃園區中路街交會,無障礙廁所,公園
桃園市,八德區,大同里,1000308018-D-00140,大湳公園男廁,福國北街與桃園區中路街交會,無障礙廁所,公園
桃園市,八德區,大和里,1000308017-M-00160,大潤發八德店2F無障礙廁所,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00159,大潤發八德店2F女廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00158,大潤發八德店2F男廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00157,大潤發八德店1F女廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00156,大潤發八德店1F男廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00155,大潤發八德店B1無障礙廁所,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00154,大潤發八德店B1女廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大和里,1000308017-M-00153,大潤發八德店B1男廁,八德區介壽路二段148號,無障礙廁所,量販店
桃園市,八德區,大安里,1000308015-V-00042,八德區青少年活動中心無障礙廁所,大安里興豐路2207號,無障礙廁所,文化育樂活動場所
桃園市,八德區,大安里,1000308015-V-00041,八德區青少年活動中心女廁,大安里興豐路2207號,無障礙廁所,文化育樂活動場所
桃園市,八德區,大安里,1000308015-V-00040,八德區青少年活動中心男廁,大安里興豐路2207號,無障礙廁所,文化育樂活動場所
桃園市,八德區,大湳里,1000308014-C-00401,東勇加油站女廁,八德區東勇街76號,無障礙廁所,加油站
桃園市,八德區,大湳里,1000308014-C-00400,東勇加油站男廁,八德區東勇街76號,無障礙廁所,加油站
桃園市,八德區,大湳里,1000308014-C-00399,台亞石油八德交流道加油站女廁,八德區和平路863號,無障礙廁所,加油站
桃園市,八德區,大湳里,1000308014-C-00398,台亞石油八德交流道加油站男廁,八德區和平路863號,無障礙廁所,加油站
桃園市,八德區,大湳里,1000308014-C-00397,全國加油站八德交流站,桃園市八德區和平路808號,無障礙廁所,加油站
桃園市,八德區,白鷺里,1000308013-X-00166,元聖宮女廁,八德區白鷺里十四鄰三界廟前一號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,白鷺里,1000308013-X-00165,元聖宮男廁,八德區白鷺里十四鄰三界廟前一號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,白鷺里,1000308013-L-00009,統一超商吉富店男女廁,桃園市八德區永豐南路72號,無障礙廁所,超市
桃園市,八德區,白鷺里,1000308013-C-00396,中油八德加油站女廁,八德區廣福路946號,無障礙廁所,加油站
桃園市,八德區,白鷺里,1000308013-C-00395,中油八德加油站男廁,八德區廣福路946號,無障礙廁所,加油站
桃園市,八德區,白鷺里,1000308013-C-00394,忠德加油站女廁,八德區廣福路1355號,無障礙廁所,加油站
桃園市,八德區,白鷺里,1000308013-C-00393,忠德加油站男廁,八德區廣福路1355號,無障礙廁所,加油站
桃園市,八德區,茄苳里,1000308011-C-00392,茄苳加油站女廁,八德區中華路575號,無障礙廁所,加油站
桃園市,八德區,茄苳里,1000308011-C-00391,茄苳加油站男廁,八德區中華路575號,無障礙廁所,加油站
桃園市,八德區,竹園里,1000308009-X-00163,霄裡玉元宮女廁,八德區竹圍里二鄰長興路七五六號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,竹園里,1000308009-X-00162,霄裡玉元宮男廁,八德區竹圍里二鄰長興路七五六號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,竹園里,1000308009-C-00390,八德加油站女廁,八德區長興路420號,無障礙廁所,加油站
桃園市,八德區,竹園里,1000308009-C-00389,八德加油站男廁,八德區長興路420號,無障礙廁所,加油站
桃園市,八德區,廣興里,1000308007-X-00161,八德區廣興福德宮女廁,八德區廣興里新興路三四二巷路底,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,廣興里,1000308007-X-00160,八德區廣興福德宮男廁,八德區廣興里新興路三四二巷路底,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,廣興里,1000308007-C-00388,山隆加油站八德站女廁,八德區廣福路669號,無障礙廁所,加油站
桃園市,八德區,廣興里,1000308007-C-00387,山隆加油站八德站男廁,八德區廣福路669號,無障礙廁所,加油站
桃園市,八德區,瑞德里,1000308005-X-00254,更寮腳福德宮女廁,八德區更寮腳7號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,瑞德里,1000308005-X-00253,更寮腳福德宮男廁,八德區更寮腳7號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,瑞發里,1000308004-C-00555,銘豐加油站女廁,八德區興豐路885號,無障礙廁所,加油站
桃園市,八德區,瑞發里,1000308004-C-00554,銘豐加油站男廁,八德區興豐路885號,無障礙廁所,加油站
桃園市,八德區,興仁里,1000308001-X-00157,八德三元宮女廁,八德市興仁里三鄰中山路二號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,興仁里,1000308001-X-00156,八德三元宮男廁,八德市興仁里三鄰中山路二號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,八德區,興仁里,1000308001-T-00391,八德市戶政事務所女廁,八德市興豐路304巷2號,無障礙廁所,各級機關學校
桃園市,八德區,興仁里,1000308001-T-00390,八德市戶政事務所男廁,八德市興豐路304巷2號,無障礙廁所,各級機關學校
桃園市,龜山區,新興里,1000307030-Z-00003,桃園市政府住宅發展處無障礙廁所,桃園市龜山區新興村自強南路一○五號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,龜山區,新興里,1000307030-U-00009,龜山鄉立圖書館3F 無障礙廁所,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00008,龜山鄉立圖書館3F 女廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00007,龜山鄉立圖書館3F 男廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00006,龜山鄉立圖書館2F 社教館無障礙廁所,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00005,龜山鄉立圖書館2F 社教館女廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00004,龜山鄉立圖書館2F 社教館男廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00003,龜山鄉立圖書館1F 綜合藝文中心無障礙廁所,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00002,龜山鄉立圖書館1F 綜合藝文中心女廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,新興里,1000307030-U-00001,龜山鄉立圖書館1F 綜合藝文中心男廁,龜山區自強南路97號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,大湖里,1000307027-T-00381,大湖村集會所無障礙廁所,龜山區忠義路二段638巷,無障礙廁所,各級機關學校
桃園市,龜山區,大湖里,1000307027-T-00380,大湖村集會所女廁,龜山區忠義路二段638巷,無障礙廁所,各級機關學校
桃園市,龜山區,大湖里,1000307027-T-00379,大湖村集會所男廁,龜山區忠義路二段638巷,無障礙廁所,各級機關學校
桃園市,龜山區,文化里,1000307027-O-00100,摩斯漢堡林口長庚店女廁,龜山區復興一路156號1樓,無障礙廁所,餐廳
桃園市,龜山區,文化里,1000307027-O-00099,摩斯漢堡林口長庚店男廁,龜山區復興一路156號1樓,無障礙廁所,餐廳
桃園市,龜山區,文化里,1000307027-O-00098,KFC林口復興餐廳女廁,桃園市333龜山區復興一路110-112號,無障礙廁所,餐廳
桃園市,龜山區,文化里,1000307027-O-00097,KFC林口復興餐廳男廁,桃園市333龜山區復興一路110-112號,無障礙廁所,餐廳
桃園市,龜山區,大湖里,1000307027-C-00386,友仁加油站女廁,龜山區復興一路201號,無障礙廁所,加油站
桃園市,龜山區,大湖里,1000307027-C-00385,友仁加油站男廁,龜山區復興一路201號,無障礙廁所,加油站
桃園市,龜山區,迴龍里,1000307025-U-00002,龜山鄉立第二圖書館女廁,龜山區萬壽路1段42號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,迴龍里,1000307025-U-00001,龜山鄉立第二圖書館男廁,龜山區萬壽路1段42號3樓,無障礙廁所,各級社教機關
桃園市,龜山區,迴龍里,1000307025-S-00387,樂生療養院迴龍院區9F(電梯旁)無障礙廁所,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00386,樂生療養院迴龍院區9F(電梯旁)女廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00385,樂生療養院迴龍院區9F(電梯旁)男廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00383,樂生療養院迴龍院區5F(社會服務室旁)女廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00382,樂生療養院迴龍院區5F(社會服務室旁)男廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00381,樂生療養院迴龍院區5F(醫師研究室旁)無障礙廁所,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00380,樂生療養院迴龍院區5F(醫師研究室旁)女廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00379,樂生療養院迴龍院區5F(醫師研究室旁)男廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00378,樂生療養院迴龍院區2F(復建科)無障礙廁所,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00377,樂生療養院迴龍院區2F(復建科)女廁,桃園市龜山區萬壽路一段20弄2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00376,樂生療養院迴龍院區2F(復建科)男廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00375,樂生療養院迴龍院區2F(血液透析中心旁)無障礙B,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00374,樂生療養院迴龍院區2F(血液透析中心旁)無障礙A,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00373,樂生療養院迴龍院區1F(急救區)無障礙廁所,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00372,樂生療養院迴龍院區1F(急救區)女廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00371,樂生療養院迴龍院區1F(急救區)男廁,桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
桃園市,龜山區,迴龍里,1000307025-S-00370,樂生療養院迴龍院區1F(小兒科)男女廁(改為更衣室),桃園市龜山區萬壽路一段50巷2號,無障礙廁所,醫院
