縣市名稱,鄉鎮市名稱,村里名稱,建檔編號,名稱,地址,建檔管理類型,公廁類型
桃園市,復興區,羅浮里,1000313009-B-00097,大灣公廁女廁,復興區羅浮村大灣,無障礙廁所,觀光地區及風景區
桃園市,復興區,羅浮里,1000313009-B-00096,大灣公廁男廁,復興區羅浮村大灣,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00095,拉拉山風景特定區上巴陵派出所旁無障礙廁所,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00094,拉拉山風景特定區上巴陵派出所旁女廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00093,拉拉山風景特定區上巴陵派出所旁男廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00092,拉拉山風景特定區下巴陵停車場女廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00091,拉拉山風景特定區下巴陵停車場男廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00090,拉拉山風景旅遊服務中心女廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,華陵里,1000313008-B-00089,拉拉山風景旅遊服務中心男廁,復興區華陵村7鄰巴陵29號,無障礙廁所,觀光地區及風景區
桃園市,復興區,義盛里,1000313003-B-00088,小烏來風景特定區森林步道入口無障礙廁所,復興區義盛村,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-Y-00003,仁愛停車場無障礙廁所,桃園市復興區澤仁村仁愛路,無障礙廁所,公家機關設置供民眾使用者
桃園市,復興區,澤仁里,1000313002-Y-00002,仁愛停車場女廁,桃園市復興區澤仁村仁愛路,無障礙廁所,公家機關設置供民眾使用者
桃園市,復興區,澤仁里,1000313002-Y-00001,仁愛停車場男廁,桃園市復興區澤仁村仁愛路,無障礙廁所,公家機關設置供民眾使用者
桃園市,復興區,澤仁里,1000313002-V-00039,復興鄉歷史博物館1F無障礙廁所,復興區澤仁村中正路178號,無障礙廁所,文化育樂活動場所
桃園市,復興區,澤仁里,1000313002-V-00038,復興鄉歷史博物館1F女廁,復興區澤仁村中正路178號,無障礙廁所,文化育樂活動場所
桃園市,復興區,澤仁里,1000313002-V-00037,復興鄉歷史博物館1F男廁,復興區澤仁村中正路178號,無障礙廁所,文化育樂活動場所
桃園市,復興區,澤仁里,1000313002-U-00002,中正圖書館大樓公廁2F男女廁,復興區澤仁村中正路178號,無障礙廁所,各級社教機關
桃園市,復興區,澤仁里,1000313002-U-00001,中正圖書館大樓公廁1F男女廁,復興區澤仁村中正路178號,無障礙廁所,各級社教機關
桃園市,復興區,澤仁里,1000313002-T-00528,行政大樓3F女廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00527,行政大樓3F男廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00526,行政大樓2F無障礙廁所,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00525,行政大樓2F女廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00524,行政大樓2F男廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00523,行政大樓1F無障礙廁所,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00522,行政大樓1F女廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00521,行政大樓1F男廁,復興區澤仁村中正路20號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00520,復興鄉戶政事務所女廁,復興區中正路180號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00519,復興鄉戶政事務所男廁,復興區中正路180號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00518,復興鄉衛生所4F女廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00517,復興鄉衛生所4F男廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00516,復興鄉衛生所3F女廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00515,復興鄉衛生所3F男廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00514,復興鄉衛生所2F女廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00513,復興鄉衛生所2F男廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00512,復興鄉衛生所1F無障礙廁所,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00511,復興鄉衛生所1F女廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-T-00510,復興鄉衛生所1F男廁,復興區澤仁村中正路25號,無障礙廁所,各級機關學校
桃園市,復興區,澤仁里,1000313002-D-00172,角板山公園廣場無障礙廁所,復興區澤仁村中正路,無障礙廁所,公園
桃園市,復興區,澤仁里,1000313002-D-00166,角板山公園女廁,復興區澤仁村中正路,無障礙廁所,公園
桃園市,復興區,澤仁里,1000313002-D-00165,角板山公園男廁,復興區澤仁村中正路,無障礙廁所,公園
桃園市,復興區,澤仁里,1000313002-C-00551,復興加油站男廁,復興區中正路267號,無障礙廁所,加油站
桃園市,復興區,澤仁里,1000313002-B-00081,角板山行館（2）（回字館內）無障礙廁所,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-B-00080,角板山行館（2）（回字館內）女廁,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-B-00079,角板山行館（2）（回字館內）男廁,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-B-00078,角板山行館（1）（入口處）無障礙廁所,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-B-00077,角板山行館（1）（入口處）女廁,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,復興區,澤仁里,1000313002-B-00076,角板山行館（1）（入口處）男廁,復興區澤仁村中正路133-1號,無障礙廁所,觀光地區及風景區
桃園市,觀音區,保障里,1000312020-X-00245,保障宮無障礙廁所,桃園市觀音區保障里大觀路1段579號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,觀音區,大同里,1000312012-X-00240,佛教弘誓學院無障礙廁所,桃園市觀音區大同里十一鄰下大堀一二一之五號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,觀音區,大同里,1000312012-C-00539,新坡加油站無障礙廁所,桃園市觀音區大同里中山路二段七九四號,無障礙廁所,加油站
桃園市,觀音區,三和里,1000312007-C-00562,觀音三和加油站無障礙廁所,桃園市觀音區三和里濱海路武威段二號,無障礙廁所,加油站
桃園市,觀音區,廣興里,1000312003-C-00527,觀音加油站無障礙廁所,桃園市觀音區廣興里中山路一段166號,無障礙廁所,加油站
桃園市,觀音區,觀音里,1000312001-T-00829,調解委員會無障礙廁所,桃園市觀音區觀音里,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-T-00825,觀音區公所3F無障礙廁所,桃園市觀音區觀音里觀新路56號3F,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-T-00822,觀音區公所2F無障礙廁所,桃園市觀音區觀音里觀新路56號2F,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-T-00820,觀音區公所1F無障礙廁所,桃園市觀音區觀音里觀新路56號1F,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-T-00816,觀音區戶政事務所1F無障礙廁所,桃園市觀音區觀音里觀和路28號1F,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-T-00813,觀音衛生所1F無障礙廁所,桃園市觀音區觀音里觀新路58號1F,無障礙廁所,各級機關學校
桃園市,觀音區,觀音里,1000312001-D-00167,甘泉公園無障礙廁所,桃園市觀音區中山路甘泉寺1號,無障礙廁所,公園
桃園市,新屋區,蚵間里,1000311019-X-00253,南岸福興宮無障礙廁所,新屋區蚵間里5鄰47之7號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,新屋區,深圳里,1000311018-X-00218,深圳玄天宮無障礙廁所,新屋區深圳里四鄰二十號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,新屋區,永安里,1000311016-X-00213,保生宮無障礙廁所,新屋區永安里十三鄰崁頭厝十六號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,新屋區,永安里,1000311016-J-00009,永安漁港北岸 (停車場)無障礙廁所,新屋區永安里17鄰51號,無障礙廁所,港區
桃園市,新屋區,永安里,1000311016-E-00047,永安漁會觀光市場停車場無障礙廁所,新屋區永安里中山西路三段1165號,無障礙廁所,市場
桃園市,新屋區,永安里,1000311016-E-00043,永安漁會觀光市場熟食區女無障礙廁所,新屋區永安里中山西路三段1165號,無障礙廁所,市場
桃園市,新屋區,永安里,1000311016-E-00042,永安漁會觀光市場熟食區男無障礙廁所,新屋區永安里中山西路三段1165號,無障礙廁所,市場
桃園市,新屋區,下埔里,1000311011-Y-00003,新屋區中隊無障礙廁所,桃園市新屋區下埔里東興路二段870巷3號,無障礙廁所,公家機關設置供民眾使用者
桃園市,新屋區,九斗里,1000311007-X-00208,長祥宮無障礙廁所,新屋區九斗里二鄰三十四號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,新屋區,新屋里,1000311001-U-00003,桃園市立圖書館新屋分館地下室1F無障礙廁所,新屋區新屋里中興路91巷11號,無障礙廁所,各級社教機關
桃園市,平鎮區,平南里,1000310046-Y-00067,桃園市政府警察局平鎮分局2f右側女廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00066,桃園市政府警察局平鎮分局2f右側男廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00065,桃園市縣政府警察局平鎮分局2f左側女廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00064,桃園市政府警察局平鎮分局2f左側男廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00063,桃園市縣政府警察局平鎮分局1f右側女廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00062,桃園市政府警察局平鎮分局1f右側男廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00061,桃園市縣政府警察局平鎮分局1f左側無障礙廁所,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平南里,1000310046-Y-00060,桃園市政府警察局平鎮分局1f左側男廁,桃園市平鎮區中庸路123號,無障礙廁所,公家機關設置供民眾使用者
桃園市,平鎮區,平安里,1000310045-T-00002,桃苗汔車平鎮廠女廁,桃園市平鎮區中豐路南勢二段92號,無障礙廁所,各級機關學校
桃園市,平鎮區,平安里,1000310045-T-00001,桃苗汔車平鎮廠男廁,桃園市平鎮區中豐路南勢二段92號,無障礙廁所,各級機關學校
桃園市,平鎮區,新英里,1000310044-T-00481,平鎮區地政事務所B1女廁,平鎮區環南路二段276號,無障礙廁所,各級機關學校
桃園市,平鎮區,新英里,1000310044-T-00480,平鎮區地政事務所B1男廁,平鎮區環南路二段276號,無障礙廁所,各級機關學校
桃園市,平鎮區,復興里,1000310042-O-00117,麥當勞平鎮民族店(1F)女廁,桃園市平鎮區民族路2段175號,無障礙廁所,餐廳
桃園市,平鎮區,復興里,1000310042-O-00116,麥當勞平鎮民族店(1F)男廁,桃園市平鎮區民族路2段175號,無障礙廁所,餐廳
桃園市,平鎮區,北華里,1000310041-Z-00027,中華電信平鎮服務中心男.女廁,桃園市平鎮區德育路2段175號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北華里,1000310041-W-00029,北勢社區發展協會(2F)無障礙廁所,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-W-00028,北勢社區發展協會(2F)女廁,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-W-00027,北勢社區發展協會(2F)男廁,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-W-00026,北勢社區發展協會(1F)無障礙廁所,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-W-00025,北勢社區發展協會(1F)女廁,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-W-00024,北勢社區發展協會(1F)男廁,桃園市平鎮區北華里振中街90巷32號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,北華里,1000310041-T-00532,北勢幼兒園女廁,桃園市平鎮區北華里振平街155號,無障礙廁所,各級機關學校
桃園市,平鎮區,北華里,1000310041-T-00531,北勢幼兒園男廁,桃園市平鎮區北華里振平街155號,無障礙廁所,各級機關學校
桃園市,平鎮區,北華里,1000310041-O-00119,85℃振興店女廁,桃園市平鎮區振興路24號,無障礙廁所,餐廳
桃園市,平鎮區,北華里,1000310041-O-00118,85℃振興店男廁,桃園市平鎮區振興路24號,無障礙廁所,餐廳
桃園市,平鎮區,北安里,1000310040-Z-00026,台水中壢服務所3F女廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00025,台水中壢服務所3F男廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00024,台水中壢服務所2F女廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00023,台水中壢服務所2F男廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00022,台水中壢服務所1F無障礙廁所,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00021,台水中壢服務所1F女廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,北安里,1000310040-Z-00020,台水中壢服務所1F男廁,平鎮區延平路一段26號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,華安里,1000310038-C-00504,龍東加油站女廁,平鎮區平東路310號,無障礙廁所,加油站
桃園市,平鎮區,華安里,1000310038-C-00503,龍東加油站男廁,平鎮區平東路310號,無障礙廁所,加油站
桃園市,平鎮區,新榮里,1000310037-X-00205,三崇宮女廁,平鎮區新榮里十六林振興西路一一二號之ㄧ?,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,平鎮區,新榮里,1000310037-X-00204,三崇宮男廁,平鎮區新榮里十六林振興西路一一二號之ㄧ?,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,平鎮區,新榮里,1000310037-N-00003,愛錸休閒精品旅館女廁,平鎮區新榮里新德街215號,無障礙廁所,旅館
桃園市,平鎮區,新榮里,1000310037-N-00001,愛錸休閒精品旅館男廁,平鎮區新榮里新德街215號,無障礙廁所,旅館
桃園市,平鎮區,北富里,1000310036-C-00555,快速路加油站女廁,桃園市平鎮區快速路2段1110號,無障礙廁所,加油站
桃園市,平鎮區,北富里,1000310036-C-00554,快速路加油站男廁,桃園市平鎮區快速路2段1110號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-Z-00055,台電平鎮服務所無障礙廁所,平鎮區中豐路一段288號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,新貴里,1000310035-Z-00054,台電平鎮服務所女廁,平鎮區中豐路一段288號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,新貴里,1000310035-Z-00053,台電平鎮服務所男廁,平鎮區中豐路一段288號,無障礙廁所,公營事業機構設置供民眾使用者及其他
桃園市,平鎮區,新貴里,1000310035-C-00502,統一精工加油站平鎮二站女廁,平鎮區新貴里中豐路一段53號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00501,統一精工加油站平鎮二站男廁,平鎮區新貴里中豐路一段53號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00500,寶島加油站女廁,平鎮區中豐路580號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00499,寶島加油站男廁,平鎮區中豐路580號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00498,祥順加油站女廁,平鎮區中豐路一段255號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00497,祥順加油站男廁,平鎮區中豐路一段255號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00496,新富加油站女廁,平鎮區中豐路一段298號,無障礙廁所,加油站
桃園市,平鎮區,新貴里,1000310035-C-00495,新富加油站男廁,平鎮區中豐路一段298號,無障礙廁所,加油站
桃園市,平鎮區,廣仁里,1000310034-T-00553,廣仁里集會所(2F)女廁,桃園市平鎮區廣仁里廣南路151號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣仁里,1000310034-T-00552,廣仁里集會所(2F)男廁,桃園市平鎮區廣仁里廣南路151號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣仁里,1000310034-T-00551,廣仁里集會所(1F)女廁,桃園市平鎮區廣仁里廣南路151號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣仁里,1000310034-T-00550,廣仁里集會所(1F)男廁,桃園市平鎮區廣仁里廣南路151號,無障礙廁所,各級機關學校
桃園市,平鎮區,金星里,1000310033-T-00536,南勢分班女廁,324桃園市平鎮區南安路33巷93號,無障礙廁所,各級機關學校
桃園市,平鎮區,金星里,1000310033-T-00535,南勢分班男廁,桃園市平鎮區金星里南安路93號,無障礙廁所,各級機關學校
桃園市,平鎮區,福林里,1000310032-T-00544,山豐分班女廁,桃園市平鎮區福林里10鄰東豐路326號,無障礙廁所,各級機關學校
桃園市,平鎮區,福林里,1000310032-T-00543,山豐分班男廁,桃園市平鎮區福林里10鄰東豐路326號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00479,平鎮市婦幼活動中心4F女廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00478,平鎮市婦幼活動中心4F男廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00477,平鎮市婦幼活動中心3F女廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00476,平鎮市婦幼活動中心3F男廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00475,平鎮市婦幼活動中心2F女廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00474,平鎮市婦幼活動中心2F男廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00473,平鎮市婦幼活動中心1F女廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-T-00472,平鎮市婦幼活動中心1F男廁,平鎮區廣成街10號,無障礙廁所,各級機關學校
桃園市,平鎮區,廣達里,1000310031-S-00439,宋俊宏婦幼醫院(2F)待產房廁所(列為女廁),桃園市平鎮區民族路199號,無障礙廁所,醫院
桃園市,平鎮區,廣達里,1000310031-S-00438,宋俊宏婦幼醫院(2F)女廁,桃園市平鎮區民族路199號,無障礙廁所,醫院
桃園市,平鎮區,廣達里,1000310031-S-00437,宋俊宏婦幼醫院2F)男廁,桃園市平鎮區民族路199號,無障礙廁所,醫院
桃園市,平鎮區,廣達里,1000310031-S-00436,宋俊宏婦幼醫院(1F)無障礙廁所,桃園市平鎮區民族路199號,無障礙廁所,醫院
桃園市,平鎮區,廣達里,1000310031-S-00435,宋俊宏婦幼醫院(1F)女廁,桃園市平鎮區民族路199號,無障礙廁所,醫院
桃園市,平鎮區,湧豐里,1000310029-O-00115,麥當勞平鎮中豐店(1F)女廁,桃園市平鎮區中豐路山頂段156之1號1樓,無障礙廁所,餐廳
桃園市,平鎮區,湧豐里,1000310029-O-00114,麥當勞平鎮中豐店(1F)男廁,桃園市平鎮區中豐路山頂段156之1號1樓,無障礙廁所,餐廳
桃園市,平鎮區,義興里,1000310028-W-00002,台灣省石門農田水利會(1F)女廁,桃園市平鎮區延平路2段68號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,義興里,1000310028-W-00001,台灣省石門農田水利會(1F)男廁,桃園市平鎮區延平路2段68號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,義興里,1000310028-T-00549,義興里集會所(2F)女廁,桃園市平鎮區義興里義興街80號,無障礙廁所,各級機關學校
桃園市,平鎮區,義興里,1000310028-T-00548,義興里集會所(2F)男廁,桃園市平鎮區義興里義興街80號,無障礙廁所,各級機關學校
桃園市,平鎮區,義興里,1000310028-T-00547,義興里集會所(1F)女廁,桃園市平鎮區義興里義興街80號,無障礙廁所,各級機關學校
桃園市,平鎮區,義興里,1000310028-T-00546,義興里集會所(1F)男廁,桃園市平鎮區義興里義興街80號,無障礙廁所,各級機關學校
桃園市,平鎮區,義興里,1000310028-S-00444,秉坤婦幼醫院(2F)男.女廁所,桃園市平鎮區延平路2段129號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00443,秉坤婦幼醫院(1F)無障礙廁所,桃園市平鎮區延平路2段129號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00442,秉坤婦幼醫院(1F)女廁,桃園市平鎮區延平路2段129號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00434,陽明醫院B1男女廁所,平鎮區延平路二段56號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00433,陽明醫院1F無障礙廁所,平鎮區延平路二段56號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00432,陽明醫院1F女廁,平鎮區延平路二段56號,無障礙廁所,醫院
桃園市,平鎮區,義興里,1000310028-S-00431,陽明醫院1F男廁,平鎮區延平路二段56號,無障礙廁所,醫院
桃園市,平鎮區,義民里,1000310028-O-00125,貴族世家(環南店)女廁,桃園市平鎮區環南路297號,無障礙廁所,餐廳
桃園市,平鎮區,義民里,1000310028-O-00124,貴族世家(環南店)男廁,桃園市平鎮區環南路297號,無障礙廁所,餐廳
桃園市,平鎮區,義興里,1000310028-C-00494,平鎮加油站無障礙廁所,平鎮區延平路二段152號,無障礙廁所,加油站
桃園市,平鎮區,義興里,1000310028-C-00493,平鎮加油站女廁,平鎮區延平路二段152號,無障礙廁所,加油站
桃園市,平鎮區,義興里,1000310028-C-00492,平鎮加油站男廁,平鎮區延平路二段152號,無障礙廁所,加油站
桃園市,平鎮區,東勢里,1000310024-X-00002,財團法人桃園市平鎮區東勢建安宮女廁,平鎮區建安里17鄰平東路1段98-1號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,平鎮區,東勢里,1000310024-X-00001,財團法人桃園市平鎮區東勢建安宮男廁,平鎮區建安里17鄰平東路1段98-1號,無障礙廁所,寺廟教堂等宗教活動場所
桃園市,平鎮區,東勢里,1000310024-C-00487,金東加油站女廁,平鎮區金陵路5段230號,無障礙廁所,加油站
桃園市,平鎮區,東勢里,1000310024-C-00486,金東加油站男廁,平鎮區金陵路5段230號,無障礙廁所,加油站
桃園市,平鎮區,東勢里,1000310024-C-00485,金東加油站平鎮站女廁,平鎮區金陵路5段220號,無障礙廁所,加油站
桃園市,平鎮區,東勢里,1000310024-C-00484,金東加油站平鎮站男廁,平鎮區金陵路5段220號,無障礙廁所,加油站
桃園市,平鎮區,建安里,1000310023-C-00483,統一精工加油站平鎮站女廁,平鎮區平東路615號,無障礙廁所,加油站
桃園市,平鎮區,建安里,1000310023-C-00482,統一精工加油站平鎮站男廁,平鎮區平東路615號,無障礙廁所,加油站
桃園市,平鎮區,湧光里,1000310016-T-00542,紹豐分班女廁,桃園市平鎮區湧光里湧光路110號,無障礙廁所,各級機關學校
桃園市,平鎮區,湧光里,1000310016-T-00541,紹豐分班男廁,桃園市平鎮區湧光里湧光路110號,無障礙廁所,各級機關學校
桃園市,平鎮區,湧光里,1000310016-C-00001,全國加油站中豐路站無障礙廁所,桃園市平鎮區湧光里中豐路山頂段三六八號,無障礙廁所,加油站
桃園市,平鎮區,湧光里,1000310015-C-00481,全國加油站中豐路站女廁,平鎮區山頂段中豐路368號,無障礙廁所,加油站
桃園市,平鎮區,湧光里,1000310015-C-00480,全國加油站中豐路站男廁,平鎮區山頂段中豐路368號,無障礙廁所,加油站
桃園市,平鎮區,莊敬里,1000310014-T-00557,莊敬里集會所(2F)女廁,桃園市平鎮區莊敬里自強路100號,無障礙廁所,各級機關學校
桃園市,平鎮區,莊敬里,1000310014-T-00556,莊敬里集會所(2F)男廁,桃園市平鎮區莊敬里自強路100號,無障礙廁所,各級機關學校
桃園市,平鎮區,莊敬里,1000310014-T-00555,莊敬里集會所(1F)女廁,桃園市平鎮區莊敬里自強路100號,無障礙廁所,各級機關學校
桃園市,平鎮區,莊敬里,1000310014-T-00554,莊敬里集會所(1F)男廁,桃園市平鎮區莊敬里自強路100號,無障礙廁所,各級機關學校
桃園市,平鎮區,南勢里,1000310013-W-00037,平鎮區農會2F女廁,平鎮區南勢里南東路2號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,南勢里,1000310013-W-00036,平鎮區農會2F男廁,平鎮區南勢里南東路2號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,南勢里,1000310013-W-00035,平鎮區農會1F女廁,平鎮區南勢里南東路2號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,南勢里,1000310013-W-00034,平鎮區農會1F男廁,桃園市平鎮區南東路2號,無障礙廁所,民眾團體活動場所
桃園市,平鎮區,南勢里,1000310013-M-00171,大潤發平鎮店B1無障礙廁所,桃園市平鎮區南東路57號,無障礙廁所,量販店
桃園市,平鎮區,南勢里,1000310013-M-00170,大潤發平鎮店3F女廁,平鎮區南東路57號,無障礙廁所,量販店
桃園市,平鎮區,南勢里,1000310013-M-00169,大潤發平鎮店3F男廁,平鎮區南東路57號,無障礙廁所,量販店
桃園市,平鎮區,南勢里,1000310013-M-00168,大潤發平鎮店B1女廁,平鎮區南東路57號,無障礙廁所,量販店
桃園市,平鎮區,南勢里,1000310013-M-00167,大潤發平鎮店B1男廁,平鎮區南東路57號,無障礙廁所,量販店
桃園市,平鎮區,南勢里,1000310013-C-00556,北基東宏加油站無障礙廁所,平鎮區南勢里南東路69號,無障礙廁所,加油站
桃園市,平鎮區,南勢里,1000310013-C-00479,山隆加油站東隆站女廁,平鎮區南東路575號,無障礙廁所,加油站
